Area Name,Schm Desc,Rate,Sanct Lim,Balance,Status
Zindabazar,PERSONAL LOAN,9,315000,224968.98,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,410000,331190.22,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,143000,84995.24,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,226700,181491.13,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,420000,341289.3,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,465000,412873.27,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,408000,259364.45,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,400000,85412.59,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,1000000,321877.34,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,360000,95541.98,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,450000,11535.04,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,950000,568968.35,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,400000,242145.75,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,500000,295217.58,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,1240000,853177.17,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,500000,99749.39,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,350000,325644.74,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,1000000,513258.8,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,1500000,1011138.17,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,400000,229678.34,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,100000,-1067.48,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,2000000,1182273.3,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,310000,248247.59,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,450000,240470.08,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,550000,446318.92,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,1700000,1494510.77,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,125017.28,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,350000,203436.13,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,150000,65186.03,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,450000,275146.87,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,228000,101839.39,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,280000,152852.97,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,308000,234305.97,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,68060.7,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,115000,60358.49,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,1000000,682855.71,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,315000,223422.96,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,430000,343045.89,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,310000,210479.73,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,280000,191498.69,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,450000,306603.11,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,159000,96468.44,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,275000,174341.78,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,210000,102033.31,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,190000,129032.33,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,155395.5,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,250000,173297.14,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,200873.31,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,278000,143076.89,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,136627.61,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,125040.73,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,2000000,1345643.54,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,170048.67,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,147601.81,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,170000,104284.55,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,470000,401522.68,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,180000,128530.17,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,153097.68,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,161000,110467.95,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,250000,203571.75,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,280000,235505.38,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,350000,257772.77,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,350000,284860.28,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,445000,360565.7,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,240000,195269.17,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,153120.81,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,600000,531259.87,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,400000,299165.38,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,153945.87,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,202587.41,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,187637.53,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,420000,314914.9,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,250000,178087.34,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,280000,232532.01,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,223852.68,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,142361.45,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,320000,279013.8,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,280000,224263.97,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,178585.64,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,230000,182544.05,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,500000,391645.57,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,118447.15,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,230030.99,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,250000,206324.03,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,399000,362383.42,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,490000,380961.5,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,147831.89,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,159537.16,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,135000,111294.12,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,270000,215031.18,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,129174.29,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,200327.03,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,430000,339809.55,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,250000,161574.96,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,221026.65,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,110000,93733.24,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,100000,77690,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,150000,127432.38,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,150000,96488.57,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,193319.59,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,175441.22,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,165043.69,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,1500000,1208184.77,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,220000,178022.78,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,220000,156405.87,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,350000,303857.95,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,280000,195477,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,250000,175032.43,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,262590.96,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,227000,119321.76,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,370000,332165.52,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,204127.7,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,450000,374740.4,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,252494.97,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,220000,182231.91,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,150000,144833.34,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,100000,52410.75,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,208797.07,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,250000,254181.84,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,400000,333361.12,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,400000,359991.22,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,145000,129639.29,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,220000,196766.88,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,190000,170374.95,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,294837.75,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,170119.1,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,400000,338780.82,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,255098.47,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,254864.73,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,300000,268019.14,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,255000,191749.93,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,1000000,954099.6,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,600000,519095.76,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,239000,190889.25,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,160000,156949.37,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,280000,217647.15,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,200000,190288.75,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,340000,260327.22,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,195000,145579.73,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,520000,237396.9,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,150000,36767.66,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,600000,450329.36,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,1800000,1266495.68,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,219000,74920.16,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,145000,88240.98,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,310000,292468.11,UN CLASSIFIED
Zindabazar,PERSONAL LOAN,9,395000,256254.54,UN CLASSIFIED
Zindabazar,SME REVOLVING LOAN (STL),9,1000000,0,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,2000000,1909170.05,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,470000,470000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,300000,277199.52,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,310000,283606.54,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,400000,387235.17,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,300000,261878.84,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,250000,217801.17,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,400000,389452.22,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,395800,384664.94,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,340000,340000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,260000,239256.43,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,300000,300000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,280000,271866.07,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,380000,348465.81,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,360000,328651.9,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,290000,245626.97,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,500000,457110.25,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,360000,335020.63,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,145000,127072.04,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,370000,343850.01,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,1370000,1243764.58,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,340000,315356.92,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,910000,793030.7,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,123000,119211.63,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,300000,300000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,300000,300000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,400000,400000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,350000,341582.59,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,230000,223778.56,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,130000,126687.86,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,350000,341057.59,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,220000,213994.06,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,350000,343084.58,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,250000,242800.07,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,190000,185383.05,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,320000,312304.09,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,260000,255513.61,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,280000,258499.96,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,400000,388545.24,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,200000,184901.2,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,200000,184393.55,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,300000,278192.24,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,260000,240767.55,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,200000,185155.03,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,150000,134866.78,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,295000,264300.16,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,200000,180385.11,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,320000,320000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,500000,500000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,265000,265000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,240000,240000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,300000,300000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,225000,225000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,320000,320000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - BRANCH,9,300000,300000,UN CLASSIFIED
Zindabazar,PERSONAL LOAN - DST,9,338800,311846.7,UN CLASSIFIED
